Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
MOL,EQ,62.9,-0.52,1599.64,11.74,7.46
NYKAA,EQ,328.55,-0.74,94100.46,2.25,7.39
EMMVEE,EQ,325.2,1.15,22515.06,2.27,7.33
STYLAMIND,EQ,3599.4,-1.17,6100.28,0.2,7.3
ZEEMEDIA,EQ,9.89,2.7,648.22,73.99,7.28
AEQUS,EQ,251.3,0.66,16853.83,2.88,7.24
AJANTPHARM,EQ,3708,0.96,46334.81,0.2,7.24
CAMLINFINE,EQ,110.4,6.4,2120.75,6.7,7.21
GRAPHITE,EQ,725.7,0.57,14178.41,0.99,7.18
GLENMARK,EQ,2318.2,-0.01,65419.79,0.31,7.14
HBLENGINE,EQ,674.65,-0.57,18700.96,1.05,7.11
GODREJIND,EQ,1204,-3.87,40556.87,0.58,7.09
TORNTPHARM,EQ,4825,-0.17,183522.86,0.15,7.08
SAGILITY,EQ,42.5,0.52,19895.65,16.51,7.01
KRBL,EQ,381.35,-1.31,8728.72,1.83,7.01
GOKEX,EQ,796.45,1.63,5835.88,0.89,7
LLOYDSENT,EQ,75.19,-1.7,11459.76,9.29,7
DECNGOLD,EQ,224.84,-0.27,4449.62,3.13,6.98
TATACONSUM,EQ,1080,0.05,106844.57,0.65,6.98
FORTIS,EQ,923.15,-0.63,69693.96,0.75,6.97
SIEMENS,EQ,3941.6,0.04,140368.46,0.18,6.96
WELCORP,EQ,1855.5,-0.95,48946.35,0.37,6.95
KSHINTL,EQ,1039.45,1.05,7042.87,0.66,6.83
SBILIFE,EQ,1793.5,-0.08,179934.87,0.38,6.81
ORIANA,SM,1246.5,-3.96,2532.78,0.54,6.75
KITEX,EQ,128.59,-4.21,2565.37,5.21,6.74
WALCHANNAG,EQ,225.9,0.49,1532.55,2.91,6.72
PREMIERENE,EQ,1019.2,0.19,46266.74,0.66,6.69
INDUSTOWER,EQ,381.6,-0.72,100672.29,1.74,6.67
PIDILITIND,EQ,1695.1,0.12,172525.64,0.39,6.67
ANANDRATHI,EQ,2179.6,0.23,36190.35,0.3,6.62
AVANTIFEED,EQ,851.85,-1.11,11606.08,0.77,6.61
CIPLA,EQ,1440.1,-0.68,116338.93,0.46,6.57
HUDCO,EQ,187.94,-0.29,37623.71,3.5,6.57
PIIND,EQ,2476.8,-0.53,37577.54,0.26,6.49
CMPDI,EQ,237.1,-0.06,16928.94,2.72,6.48
MMFL,EQ,581.2,-1.45,2806.13,1.13,6.48
CONCOR,EQ,524.6,-0.46,39954.48,1.23,6.47
TURTLEMINT,EQ,125.4,-8.76,3692.77,5.14,6.46
ABFRL,EQ,55.06,-1.64,6720.13,11.68,6.44
JWL,EQ,251.25,-2.05,10737.68,2.56,6.43
MANKIND,EQ,2412,-0.54,99614.63,0.27,6.42
PNBHOUSING,EQ,1142.8,-0.67,29780.22,0.56,6.41
RPOWER,EQ,22.72,-1.13,9396.47,28.07,6.4
PRIVISCL,EQ,3435.4,-1.34,13419.6,0.18,6.35
DEEPINDS,EQ,681.25,1.88,4360,0.93,6.35
RICOAUTO,EQ,135.24,2.45,1829.59,4.69,6.27
TRITURBINE,EQ,593.8,0.24,18876.6,1.06,6.25
JSWINFRA,EQ,334.8,-1.28,78008.45,1.86,6.23
GSFC,EQ,162.97,1.7,6493.99,3.85,6.22
VBL,EQ,433.45,-0.36,146612.94,1.44,6.22
VARROC,EQ,862.2,1.69,13173.24,0.72,6.17
ANTELOPUS,EQ,828.1,5.81,2911.79,0.75,6.17
ACUTAAS,EQ,3220.9,-0.45,26369.87,0.19,6.15
JSWENERGY,EQ,554.4,-1,101648.28,1.1,6.12
CHOLAHLDNG,EQ,1561.8,-2.22,29327.08,0.39,6.12
PICCADIL,EQ,663,3.29,6535.33,0.93,6.07
ITBEES,EQ,34.41,-1.15,3808.9,17.47,6.03
AIAENG,EQ,4389.9,-2.07,40966.71,0.14,6.02
ABBOTINDIA,EQ,26715,-1.27,56767.51,0.02,6.01
TECHNOE,EQ,949.25,-1.98,11039.74,0.63,6
SHREECEM,EQ,24585,-0.85,88704.52,0.02,5.99
63MOONS,EQ,791.05,0.61,3645.04,0.77,5.98
SEAMECLTD,EQ,1555.5,0.88,3954.86,0.38,5.91
RENUKA,EQ,22.58,2.87,4806.13,26.22,5.88
SRF,EQ,2619.5,0.52,77648.48,0.22,5.81
RPTECH,EQ,861.2,3.26,5718.86,0.68,5.8
DREDGECORP,EQ,1161,-0.46,3250.8,0.5,5.78
VINCOFE,EQ,147,-0.71,2141.62,3.92,5.75
WEL,EQ,146.11,0.73,1957.99,3.87,5.74
KAJARIACER,EQ,1249.5,-0.31,19635.02,0.46,5.72
DIVGIITTS,EQ,1280.6,-1.57,3916.45,0.44,5.72
KPIL,EQ,1357,0.35,23173.83,0.42,5.71
CROMPTON,EQ,246.4,-0.77,15866.06,2.31,5.7
PRAJIND,EQ,334.35,-0.27,6145.79,1.71,5.69
JSLL,EQ,519.55,-0.35,6458.04,1.1,5.67
KNACK,EQ,210.2,1.05,2572.12,2.71,5.67
TATACOMM,EQ,1709.9,-0.48,48735.01,0.33,5.66
NHPC,EQ,76.32,-0.75,76663.71,7.4,5.65
NLCINDIA,EQ,272.75,-0.96,37820.51,2.07,5.65
ATUL,EQ,6773,0.65,19940.9,0.08,5.63
ATGL,EQ,651.45,-0.4,71647.13,0.86,5.62
EMCURE,EQ,1922.4,-0.51,36464.11,0.29,5.61
EASEMYTRIP,EQ,6.18,-3.44,2462.51,89.95,5.58
NRBBEARING,EQ,471.4,2.72,4568.93,1.17,5.5
GRAVITA,EQ,1774.2,-1.12,13095.1,0.31,5.49
POLYMED,EQ,1755.5,-1.72,17793.66,0.31,5.44
ALICON,EQ,756.05,5.07,1240.82,0.72,5.43
INOXINDIA,EQ,1946,0.15,17662.58,0.28,5.43
MCLOUD,EQ,26.69,-6.29,1572.22,20.16,5.42
TANLA,EQ,576.45,-0.96,7644.73,0.93,5.37
BANKINDIA,EQ,142.74,-0.94,64984.78,3.74,5.34
CARTRADE,EQ,2788.7,-0.33,13528.55,0.19,5.29
INDHOTEL,EQ,719.65,-0.05,102437.3,0.73,5.28
GOLDETF,EQ,148.6,0.96,3448.45,3.55,5.27
HCC,EQ,19.87,0.25,5204.88,26.42,5.26
JYOTICNC,EQ,834,0.86,18967.09,0.63,5.26
GUFICBIO,EQ,410.15,-2.85,4113.09,1.28,5.24
OBEROIRLTY,EQ,1847,0.05,67157.33,0.28,5.24
CRAFTSMAN,EQ,10439,1.83,27302.61,0.05,5.18
CORDELIA,EQ,842.7,0.58,6100.69,0.61,5.17
PARACABLES,EQ,64.4,-1.33,2107.42,7.83,5.17
KENNAMET,EQ,3574,1.73,7855.02,0.14,5.12
LTTS,EQ,3488.6,0.34,37006.21,0.15,5.1
SAILIFE,EQ,1449.3,-0.04,30767.9,0.35,5.08
HDFCSML250,EQ,184.29,-0.19,2564.8,2.75,5.07
SARDAEN,EQ,524.15,-1.32,18470.06,0.96,5.06
ABDL,EQ,598.5,-0.16,16740.65,0.84,5.05
WEBELSOLAR,EQ,82.76,-2.75,3593.14,6.07,5.03
EDELWEISS,EQ,122.44,0.38,11589.33,4.1,5
SMLMAH,EQ,5183,0.94,7500.65,0.1,5
LLOYDSME,EQ,1910.4,-0.43,107537.74,0.26,4.99
ICICIPRULI,EQ,506.5,-0.52,73483.62,0.98,4.98
PRECWIRE,EQ,455.05,-0.72,8318.68,1.08,4.95
BHARTIHEXA,EQ,1620,-0.07,81000,0.31,4.95
OMNI,EQ,573.3,-0.98,7089.77,0.85,4.88
BRIGADE,EQ,580.55,-1.86,18935.36,0.84,4.87
RBLBANK,EQ,383.95,-0.27,59488.04,1.27,4.84
VEDPOWER,EQ,36.49,-0.14,14269.01,13.23,4.82
COSMOFIRST,EQ,958.3,2.13,2515.51,0.51,4.82
CUB,EQ,206.01,-1.26,20411.21,2.33,4.8
JMFINANCIL,EQ,127.48,0.83,12199.33,3.76,4.76
TASTYBITE,EQ,9896.5,-1.08,2539.44,0.05,4.74
PARADEEP,EQ,147.83,-0.01,15347.28,3.2,4.73
JNPR,EQ,251.05,-0.12,14284.71,1.88,4.72
PNGSREVA,EQ,579.75,1.4,1837.71,0.8,4.71
KUSUMGAR,EQ,589.85,-1.99,6192.92,0.79,4.7
KRISHANA,EQ,189,-0.88,5842.71,2.44,4.67
TEGA,EQ,1709.3,0.32,12841.58,0.27,4.66
DYCL,EQ,451.8,0.36,2189.36,1.04,4.66
CGCL,EQ,224.67,-0.82,21616.71,2.06,4.63
HMAAGRO,EQ,25.26,4.21,1264.94,18,4.61
SOLEX,EQ,789.95,-10.22,853.34,0.58,4.61
GODFRYPHLP,EQ,2133.6,-0.72,33280.27,0.22,4.6
SOLARWORLD,EQ,150.5,-4.81,1304.42,3.04,4.58
KIRLPNU,EQ,1540,1,10004.33,0.3,4.58
HDFCGOLD,EQ,130.68,1.04,22699.93,3.5,4.57
MODEFENCE,EQ,108.43,0.73,1372.72,4.19,4.54
ZENSARTECH,EQ,487.35,-0.7,11089.89,0.93,4.54
UGARSUGAR,EQ,51.77,7.43,582.41,8.77,4.54
ASHAPURMIN,EQ,611.5,1.33,5841.42,0.74,4.5
NEWGEN,EQ,532.35,-0.52,7586.52,0.84,4.5
EBGNG,EQ,577.15,2.11,6580.17,0.78,4.47
ANURAS,EQ,1210.4,0.08,13780.2,0.37,4.44
COLPAL,EQ,1966.9,-0.71,53496.85,0.23,4.44
PITTIENG,EQ,1096.5,3.46,4128.72,0.41,4.44
SAMHI,EQ,159.93,-2.11,3552.6,2.77,4.43
AKUMS,EQ,741.35,2.03,11668.4,0.6,4.41
KLBRENG-B,EQ,341.3,-4.72,1785.44,1.3,4.41
IZMO,EQ,946.45,0.75,1416.13,0.46,4.4
RGL,EQ,124.52,1.21,1337.3,3.54,4.38
PRAKASH,EQ,129.75,-5.76,2323.59,3.41,4.38
SHAKTIPUMP,EQ,499.25,-0.21,6160.64,0.87,4.33
OMAXE,EQ,95.5,-3.67,1746.7,4.45,4.3
KNRCON,EQ,127.21,-3.94,3577.59,3.33,4.28
GOODLUCK,EQ,1308,-1.26,4347.6,0.32,4.27
RAINBOW,EQ,1471.2,0.64,14942.48,0.29,4.26
UTTAMSUGAR,EQ,276.34,4.56,1053.91,1.55,4.26
GENESYS,EQ,174,-3.95,727.15,2.38,4.23
JAYNECOIND,EQ,87.39,-1.73,8485.55,4.82,4.23
PTC,EQ,162.6,0.7,4813.1,2.57,4.18
STYLEBAAZA,EQ,383.5,5,2919.1,1.09,4.17
BAJAJHFL,EQ,83.95,-0.45,69949.95,4.96,4.16
AEGISVOPAK,EQ,267.95,-0.43,29688.63,1.56,4.15
CLEAN,EQ,828.8,0.89,8808.7,0.5,4.15
JAINREC,EQ,296.15,0.94,10219.72,1.41,4.14
PAISALO,EQ,67.43,-1.81,6132.91,6.06,4.12
ANDHRSUGAR,EQ,103.58,1.67,1403.88,3.95,4.12
JUNIORBEES,EQ,806.13,-0.21,8830.12,0.51,4.11
JKTYRE,EQ,382.25,-0.48,11019.87,1.07,4.1
CAPLIPOINT,EQ,2451.5,-1.17,18634.27,0.17,4.07
LALPATHLAB,EQ,1902.7,-0.71,31896.44,0.21,4.04
SKIPPER,EQ,521.35,-0.76,5886.25,0.78,4.04
XTRANET,EQ,168.31,-2.43,880.02,2.32,4
MGL,EQ,1138,-0.06,11240.91,0.35,4
TARIL,EQ,296.1,-0.65,8887.91,1.34,3.98
THYROCARE,EQ,615.65,-1.35,9799.01,0.64,3.95
CYIENTDLM,EQ,709.2,1.8,5629.87,0.56,3.93
SUNDRMFAST,EQ,1216.85,-0.06,25569.47,0.32,3.92
MOIL,EQ,271.1,-1.11,5516.48,1.44,3.91
LCL,EQ,526.55,-0.45,5563,0.74,3.9
ALLCARGO,EQ,10.08,0.8,1509.76,38.85,3.89
GRWRHITECH,EQ,7065,-0.33,16413.69,0.06,3.88
SOTL,EQ,710.8,1.67,4873.27,0.55,3.87
JKCEMENT,EQ,5217,-1.69,40310.85,0.07,3.87
BAJAJHIND,EQ,17.63,1.91,4214.74,22.09,3.86
SILVERCASE,EQ,23.72,1.15,1213.98,16.26,3.86
SHALPAINTS,BE,95,3.95,795.26,4.01,3.85
CMLL,EQ,520.45,-1.21,3402.48,0.73,3.84
CARERATING,EQ,1732.4,0.87,5213.47,0.22,3.83
ASIANENE,EQ,384,2.56,1868.05,1,3.82
V2RETAIL,EQ,216.82,0.19,7906.07,1.76,3.82
LIQUID1,EQ,1118.51,0.01,2765.32,0.34,3.82
BCG,EQ,9.97,0.4,2011.87,38.24,3.82
SAMBHV,EQ,121.36,0.25,3576.13,3.14,3.81
KEC,EQ,437,-0.66,11632.94,0.87,3.79
SBC,EQ,39.18,1.5,1865.71,9.67,3.78
VERANDA,EQ,234,-4.84,2254.61,1.6,3.75
CARYSIL,EQ,1145.7,-2.89,3258.67,0.32,3.74
KPEL,EQ,245,-2.82,1661.05,1.51,3.74
FSL,EQ,267.05,-0.02,18613.14,1.4,3.74
POLYPLEX,EQ,1194,1.06,3748.26,0.31,3.72
GOLDAXIS,EQ,127.58,1.24,5618.72,2.92,3.72
SHAILY,EQ,3382.6,0.52,15558.35,0.11,3.69
VENUSPIPES,EQ,1545.7,-2,3202.09,0.24,3.68
WEWORK,EQ,716.8,1.17,9934.15,0.51,3.66
FIRSTCRY,EQ,207.65,0.76,10841.16,1.76,3.65
PVRINOX,EQ,1184.9,0.93,11635.71,0.31,3.64
AWL,EQ,192.61,0.23,25033.11,1.87,3.62
FIEMIND,EQ,2310.2,-1.71,6080.37,0.15,3.59
ICIL,EQ,378.15,-0.07,7489.42,0.95,3.59
UNITDSPR,EQ,1534.4,-0.1,111604.71,0.23,3.54
BALAMINES,EQ,2126.4,-0.35,6889.75,0.17,3.54
GREAVESCOT,EQ,194.22,-0.08,4524.38,1.82,3.54
JSFB,EQ,564.5,-2.29,5967.58,0.62,3.53
ESCORTS,EQ,3121.3,0.24,34920.4,0.11,3.51
RAYMONDLSL,EQ,756.7,2.09,4610.09,0.46,3.5
NIFTYIETF,EQ,275.96,-0.32,44453.5,1.27,3.49
IDBI,EQ,81.95,-0.61,88115.94,4.26,3.49
ASIANTILES,EQ,48.7,-3.66,1443.83,7.02,3.48
MAYURUNIQ,EQ,734.05,-1.39,3189.64,0.47,3.47
ACMESOLAR,EQ,370,-1.1,26154.35,0.94,3.46
MSUMI,EQ,40.5,0.37,26858.23,8.54,3.45
DWARKESH,EQ,43.97,2.37,814.77,7.82,3.45
SIKA,EQ,1019.3,-7.24,2161.01,0.34,3.44
GOLDCASE,EQ,24.09,1.18,2519.35,14.28,3.44
CMRGREEN,EQ,216.31,1.28,4738.39,1.6,3.44
BSOFT,EQ,309.3,-0.88,8648.02,1.11,3.43
SILVER,EQ,233.61,1.11,3091.8,1.46,3.41
SETFGOLD,EQ,130.48,1.1,26721.88,2.61,3.41
GODREJAGRO,EQ,584.85,0.75,11250.17,0.58,3.4
KPRMILL,EQ,1105.8,-0.38,37797.79,0.31,3.39
JAMNAAUTO,EQ,123,-0.1,4919.82,2.74,3.36
JINDALSTEL,EQ,1093.8,0.21,111577.24,0.3,3.33
GOLD1,EQ,127.79,1.14,14784.62,2.6,3.32
DHAMPURSUG,EQ,164.38,2.14,1057.07,2,3.31
FINKURVE,EQ,77.4,6.41,1084.71,4.22,3.3
ECLERX,EQ,1866,-1.63,17549.86,0.18,3.29
YASHO,EQ,4346.1,3.09,5240.13,0.08,3.27
YATRA,EQ,114.43,0.37,1795.59,2.83,3.23
AHLUCONT,EQ,781.45,-6.68,5234.74,0.41,3.22
RAYMOND,EQ,635.9,0.07,4233.42,0.51,3.2
EIEL,EQ,198.97,1.14,3492.52,1.61,3.19
INGERRAND,EQ,4525,-1.82,14284.52,0.07,3.17
SWSOLAR,EQ,199,-1.49,4647.47,1.58,3.16
AGARWALEYE,EQ,505.25,-0.25,16017.75,0.62,3.15
PSUBNKBEES,EQ,96.69,-0.85,4085.16,3.26,3.15
3MINDIA,EQ,34895,-1.26,39309.46,0.01,3.14
ZOTA,EQ,1125.1,-0.55,3896.51,0.28,3.14
CHOICEIN,EQ,804.1,-0.03,17913.46,0.39,3.14
BALKRISIND,EQ,2391.2,1.17,46226.01,0.13,3.12
CEATLTD,EQ,3673.4,-0.42,14858.94,0.09,3.12
BLUEJET,EQ,585.5,0.17,11082.09,0.53,3.11
OSWALPUMPS,EQ,299.05,-0.48,3409.32,1.05,3.11
DBREALTY,EQ,108.69,-2.88,5895.42,2.86,3.09
MAFANG,EQ,211.42,1.94,5228.49,1.46,3.09
NCC,EQ,138.9,-1.24,8720.79,2.2,3.07
MOBIKWIK,EQ,201,-1.09,1582.81,1.52,3.06
BERGEPAINT,EQ,550.1,0.92,64141.81,0.56,3.06
AETHER,EQ,1636.6,0.71,21722.24,0.18,3.02
TATVA,EQ,1719.9,0.15,4023.2,0.17,3.01
PRESTIGE,EQ,1586,-0.41,68313.81,0.19,3.01
ALKYLAMINE,EQ,1921.4,0.23,9827.23,0.16,3.01
ANAWIL,ST,423,0.61,1057.49,0.7,3
VINDHYATEL,EQ,2473.9,3.01,2931.78,0.12,3
IRB,EQ,19.11,-0.78,23081.06,15.71,3
UNIPARTS,EQ,825.75,1.19,3729.17,0.36,2.99
BEPL,EQ,123.52,-0.15,3073.9,2.4,2.98
DALBHARAT,EQ,1849,0.38,34680.94,0.16,2.98
LXCHEM,EQ,178.69,1.5,4953.49,1.67,2.97
TBZ,EQ,246.75,-1.83,1646.58,1.2,2.96
RHIM,EQ,374.4,-1.43,7731.41,0.79,2.96
BLACKBUCK,EQ,562.25,-1.56,10241.39,0.52,2.95
RELAXO,EQ,389.8,-1.63,9703.63,0.75,2.93
PCBL,EQ,311.3,0.48,12248.49,0.93,2.9
MBAPL,EQ,167.29,-0.69,7329.56,1.7,2.89
SHREEJISPG,EQ,646.8,-1.01,10537.55,0.44,2.89
QUESS,EQ,338.6,0.24,5057.32,0.85,2.88
MID150BEES,EQ,242.45,-0.19,3879.57,1.19,2.88
YATHARTH,EQ,848.35,0.43,8174.22,0.34,2.87
VENUSREM,BE,1796,0.78,2400.71,0.16,2.87
CANFINHOME,EQ,819.6,-0.15,10913.35,0.35,2.87
SAPPHIRE,EQ,231.85,-1.22,7451.26,1.22,2.85
CASTROLIND,EQ,187.65,0.44,18559.8,1.52,2.85
RATEGAIN,EQ,935.15,-0.79,11074.57,0.3,2.85
GICRE,EQ,353.9,0.51,62088.22,0.8,2.81
KRISHNADEF,EQ,1085.1,0.69,1621.98,0.26,2.79
FIVESTAR,EQ,540.35,-1.79,15950.48,0.52,2.79
SPARC,EQ,198.9,0.46,6454.3,1.39,2.78
COCKERILL,EQ,8408,-1.99,4151.71,0.03,2.77
KDDL,EQ,3992.2,1.58,4910.12,0.07,2.76
SANGHVIMOV,EQ,493.8,0.97,4275.12,0.56,2.75
ELLEN,EQ,331.8,-0.24,4676.24,0.82,2.74
TRUALT,EQ,483.9,0.48,4149.57,0.56,2.72
PARAGMILK,EQ,206.89,-1.85,2598.74,1.3,2.72
NH,EQ,1830.3,-0.13,37404.16,0.15,2.71
JINDALPOLY,EQ,667.85,4.96,2924.28,0.41,2.71
BHAGYANGR,EQ,378,3.76,1209.41,0.73,2.71
JUBLPHARMA,EQ,855.25,-1.22,13622.52,0.31,2.7
BI,EQ,88,14.57,207.2,3.08,2.69
RAMCOCEM,EQ,916.25,1,21650.29,0.29,2.69
JUBLINGREA,EQ,734.15,-0.38,11693.62,0.36,2.68
INDIGRID,IV,176.91,-1.02,16851.82,1.51,2.67
SSWL,EQ,314.7,0.58,4949.13,0.85,2.67
IEX,EQ,124.24,-0.41,11078.39,2.15,2.67
TMB,EQ,842.15,-0.85,13335.57,0.32,2.67
MAMATA,EQ,415.8,-2.51,1023.19,0.64,2.65
BLISSGVS,BE,524.3,0.97,5570.37,0.51,2.65
GABRIEL,EQ,1452.9,-0.42,25749.75,0.18,2.64
CCAVENUE,EQ,15.26,-1.1,5323.3,17.26,2.63
MUFIN,EQ,138.09,1.88,2736.42,1.91,2.63
APCOTEXIND,EQ,608.45,1.49,3154.51,0.43,2.63
STALLION,BE,223.55,-2.74,2595.1,1.17,2.62
SIYSIL,EQ,649,1.82,2944.52,0.4,2.62
OPTIVALUE,ST,185.25,4.99,433.7,1.41,2.61
DEEDEV,EQ,640,1.27,4815.32,0.41,2.6
TEJA,SM,433.5,-20,278.19,0.56,2.58
CHAMBLFERT,EQ,441.95,-0.17,17706.75,0.58,2.57
CENTRALBK,EQ,31.22,-0.57,28258.47,8.23,2.57
PACEDIGITK,EQ,178.14,-1.54,3845.18,1.43,2.57
ENTERO,EQ,1434.8,1.28,6244.69,0.18,2.57
TATACHEM,EQ,667.85,-0.42,17013.9,0.38,2.55
PIRAMALFIN,EQ,2055,-0.13,46582.27,0.12,2.54
TIL,BE,238,-0.4,1957.48,1.04,2.54
INTELLECT,EQ,693.1,-1.07,9721.89,0.36,2.53
KIRIINDUS,EQ,417.8,1.54,2722.72,0.61,2.53
GOLDBETA,EQ,128.75,1.1,4436.31,1.95,2.51
GRMOVER,EQ,88.92,-0.83,1842.51,2.82,2.51
ITDC,EQ,702.4,0.81,6024.44,0.36,2.51
DICIND,EQ,600.05,5.41,550.78,0.42,2.5
PNGJL,EQ,612.9,0.36,9022.05,0.41,2.5
SOBHA,EQ,1309,-1.45,13997.5,0.19,2.49
GCSL,EQ,507.1,-2.06,1225.12,0.49,2.48
EUREKAFORB,EQ,439.5,-0.73,8500.77,0.56,2.48
ALPEXSOLAR,SM,753.2,-3.08,1923.9,0.33,2.47
USHAMART,EQ,491.9,0.81,14990.25,0.5,2.46
SENORES,EQ,1483,0.36,6829.75,0.17,2.46
KOPRAN,BE,199.71,5,964.35,1.24,2.46
REPCOHOME,EQ,349.6,-2.22,2187.15,0.7,2.45
DYNAMATECH,EQ,11120,-0.61,7552.08,0.02,2.45
GAYAPROJ,BE,22.21,4.96,1031.21,11.02,2.44
ACC,EQ,1315.9,-0.42,24710.93,0.18,2.43
GUJALKALI,EQ,693.7,-0.64,5094.32,0.35,2.43
EQUITASBNK,EQ,74.18,-0.46,8485.69,3.29,2.42
TATAINVEST,EQ,660.25,-1.06,33405.4,0.37,2.41
NTPCGREEN,EQ,92.05,0.13,77564.36,2.62,2.41
SONATSOFTW,EQ,319.2,-2.06,8951.16,0.75,2.39
APTUS,EQ,251,0.2,12570.53,0.96,2.39
ACE,EQ,1083.9,-0.16,12907.43,0.22,2.36
TATACAP,EQ,362.8,-0.38,154003.85,0.65,2.35
BIRLACABLE,BE,292,1.23,876,0.84,2.35
TEXRAIL,EQ,105.65,0.76,4298.52,2.22,2.34
IKS,EQ,1841.1,0.06,31588.33,0.13,2.34
SUMEETINDS,EQ,14.55,-1.49,1010.86,15.92,2.33
NORTHARC,EQ,277.7,-1.3,4489.06,0.83,2.32
SHRIPISTON,EQ,4475.7,-0.37,19715.38,0.05,2.32
KIMS,EQ,817.7,1.06,34343.93,0.28,2.31
DCBBANK,EQ,182.55,0.28,5880.82,1.27,2.31
DSSL,EQ,1161,-2.96,1478.77,0.2,2.3
IRCON,EQ,123.71,-0.87,11635.12,1.84,2.28
UDS,EQ,213.3,0.85,1428.11,1.07,2.27
CYIENT,EQ,857.05,-1.15,8976.9,0.26,2.27
CEWATER,EQ,275,3.91,569.15,0.83,2.27
FINEORG,EQ,5161.6,0.35,15825.45,0.04,2.26
RAYMONDREL,EQ,575.15,-0.46,3828.99,0.39,2.26
SAREGAMA,EQ,529.4,0.4,10207.33,0.43,2.26
SANDHAR,EQ,636,-0.6,3828.13,0.35,2.26
MANYAVAR,EQ,527.2,-0.29,12809.81,0.43,2.25
ONESOURCE,EQ,1550.6,-0.55,17780.73,0.14,2.23
LIQUIDIETF,EQ,1000,0.11,1121.41,0.22,2.22
RALLIS,EQ,213.67,0.56,4155.22,1.04,2.21
TBOTEK,EQ,1652,1.14,17938.7,0.14,2.21
EPACKPEB,EQ,230.1,0.17,2315.47,0.95,2.19
SBISILVER,EQ,229.25,1.14,6080.42,0.96,2.19
BETA,EQ,2466,-3.32,2733.78,0.09,2.19
MEDANTA,EQ,1424.2,0.11,38292.72,0.15,2.19
CMSINFO,EQ,259.9,-1.35,4160.05,0.83,2.17
MAPMYINDIA,EQ,983.2,-0.66,5384.11,0.22,2.17
SILVERTUC,EQ,200.94,-3.94,2548.12,1.05,2.16
SIGNATURE,EQ,801,-1.02,11268.95,0.27,2.15
RANEHOLDIN,EQ,1673.9,-0.03,2389.96,0.13,2.14
HARSHA,EQ,421.35,2.21,3836.14,0.51,2.14
PGIL,EQ,2434.7,-1.61,11244.9,0.09,2.14
SOMANYCERA,EQ,508.4,-2.73,2085.09,0.42,2.14
VIJAYA,EQ,1484.8,0.73,15293.1,0.14,2.14
STYRENIX,EQ,2146,-1.73,3773.88,0.1,2.14
PVP,EQ,35.9,1.33,934.85,5.8,2.13
SUDEEPPHRM,EQ,1088.15,-1.57,12290.5,0.19,2.13
LEMONTREE,EQ,109.34,0.39,8662.42,1.93,2.1
PROTEAN,EQ,547.45,-0.81,2223.81,0.38,2.08
AWFIS,EQ,269.35,1.05,1927.55,0.77,2.07
TRAVELFOOD,EQ,1353.1,-0.86,17817.55,0.15,2.07
ICICIAMC,EQ,3095,-0.09,152973.01,0.07,2.07
VOLTAMP,EQ,10059.5,-0.8,10177.32,0.02,2.06
BHARATCOAL,EQ,33.55,-0.42,15624.23,6.14,2.05
SJVN,EQ,66.81,-0.6,26254.96,3.07,2.05
MON100,EQ,336.81,1.27,16979.76,0.6,2.04
IBULLSLTD,EQ,26.36,-2.66,6140.68,7.62,2.03
POCL,EQ,486.8,-1.05,3713.22,0.41,2.01
DENTA,EQ,290.25,-1.86,774.97,0.69,2
AJAXENGG,EQ,567.9,-2.46,6497.16,0.35,2
BORORENEW,EQ,569.2,-1.36,7984.92,0.35,1.98
PNCINFRA,EQ,215.15,-1.27,5519.44,0.92,1.98
PARKHOSPS,EQ,281.6,0.09,12163.17,0.7,1.96
JINDRILL,EQ,584.25,-0.64,1693.22,0.33,1.95
JKPAPER,EQ,382.35,0.64,6932.72,0.51,1.95
GLAXO,EQ,2700,0.42,45739.63,0.07,1.95
AURIONPRO,EQ,731.25,-0.37,4041.01,0.27,1.95
WAAREERTL,EQ,886.9,-0.52,9257.39,0.22,1.91
THELEELA,EQ,502.4,-1.5,16778.04,0.38,1.91
ROUTE,EQ,505.7,0.09,3186.07,0.38,1.91
NPST,EQ,1610.9,1.56,3360.9,0.12,1.9
SHILCTECH,EQ,3901.4,-0.07,4463.28,0.05,1.9
SURAKSHA,EQ,310.35,1.79,1616.33,0.61,1.9
TRANSRAILL,EQ,465.35,-0.77,6247.6,0.41,1.88
OBSCP,SM,890,4.46,2300.26,0.21,1.88
ARVSMART,EQ,673.2,2.68,3087.77,0.28,1.88
ARIES,EQ,427.5,3.39,555.94,0.44,1.88
STARHEALTH,EQ,584,-0.2,34372.89,0.32,1.87
SGMART,EQ,733.6,-0.31,9245.94,0.25,1.87
FUSION,EQ,197.01,-0.78,3185.34,0.94,1.87
AMANTA,BE,163.9,4.84,636.41,1.19,1.87
AIMTRON,SM,1746,0.86,3638.9,0.11,1.86
FACT,EQ,806.55,-0.14,52189.59,0.23,1.86
ELECON,EQ,432.95,0.14,9715.39,0.43,1.85
CELLO,EQ,374.7,-0.77,8276.56,0.49,1.85
SWANCORP,EQ,302.65,-0.64,9486.77,0.61,1.83
FINOPB,EQ,146.85,-2.26,1222.06,1.24,1.83
INDGN,EQ,556.2,0.07,13401.88,0.33,1.83
LIQUID,EQ,999.99,0,528.09,0.18,1.83
